model,step,lrap,eval_loss,data
gerbert2300,2300,0.970482142857143,0.128501876419972,full
gerbert2350,2350,0.97377246031746,0.127039683509677,full
gerbert2400,2400,0.97492007936508,0.129901233291815,full
gerbert2450,2450,0.971581507936508,0.139093215325995,full
gerbert2500,2500,0.973530396825397,0.143397283385552,full
gerbert2550,2550,0.970227301587302,0.13828577235755,full
gerbert2600,2600,0.972444682539683,0.140773562270971,full
gerbert2650,2650,0.975538571428571,0.132087319838031,full
gerbert2700,2700,0.974881428571429,0.133868269178839,full
gerbert2750,2750,0.975077698412698,0.139132695982144,full
gerbert2800,2800,0.973258174603174,0.1426754464351,full
gerbert2850,2850,0.974348015873015,0.141649400963197,full
gerbert2900,2900,0.972427857142857,0.148039210292082,full
gerbert2950,2950,0.970740396825397,0.137490179493195,full
gerbert3000,3000,0.97500373015873,0.138718518118064,full
gerbert3050,3050,0.972552777777778,0.139670576042836,full
gerbert3100,3100,0.972783571428571,0.144280827323359,full
gerbert3150,3150,0.974108015873016,0.143677699453537,full
gerbert3200,3200,0.973094285714286,0.138908690166852,full
gerbert3250,3250,0.97512626984127,0.138063745410551,full
gerbert3300,3300,0.97299246031746,0.135409782478024,full
gerbert3350,3350,0.970332380952381,0.137326704826029,full
gerbert3400,3400,0.972056031746032,0.147042345329528,full
gerbert3450,3450,0.969741666666667,0.145035249994151,full
gerbert3500,3500,0.973058571428571,0.146869558929687,full
gerbert3550,3550,0.98116119047619,0.136270065732773,full
gerbert3600,3600,0.979393968253968,0.142266833592975,full
gerbert3650,3650,0.973436507936508,0.140505498437773,full
gerbert3700,3700,0.975048968253968,0.143655739562024,full
gerbert3750,3750,0.977262301587301,0.145044077113862,full
gerbert3800,3800,0.970865079365079,0.143280049335093,full
gerbert3850,3850,0.979907777777778,0.141391483002475,full
gerbert3900,3900,0.97372746031746,0.142919746449306,full
gerbert3950,3950,0.975526904761905,0.146004613614567,full
gerbert4000,4000,0.973623650793651,0.147003868143887,full
gerbert4050,4050,0.976463968253968,0.14664648229345,full
gerbert4100,4100,0.974519285714286,0.151707999748252,full
gerbert4150,4150,0.969854365079365,0.156676805829481,full
gerbert4200,4200,0.974861904761905,0.152225828330432,full
gerbert4250,4250,0.974248253968254,0.156231052877884,full
gerbert4300,4300,0.972889761904762,0.149577311402748,full
gerbert4350,4350,0.971419126984127,0.152981033519147,full
gerbert4400,4400,0.974260793650794,0.150810996750517,full
gerbert4450,4450,0.974547301587302,0.150177645482241,full
gerbert4500,4500,0.974191746031746,0.150195819355311,full
gerbert4550,4550,0.975319523809524,0.146305197716824,full
gerbert4600,4600,0.97626753968254,0.144466866694746,full
gerbert4650,4650,0.972371507936508,0.150537222682957,full
gerbert4700,4700,0.971571904761905,0.148246870161818,full
gerbert4750,4750,0.968391904761905,0.155467814359341,full
gerbert4800,4800,0.971116507936508,0.154679741252155,full
gerbert4850,4850,0.973372063492064,0.153417994135192,full
gerbert4900,4900,0.971421507936508,0.156897327020055,full
gerbert4950,4950,0.970485793650794,0.157120699802088,full
gerbert5000,5000,0.973447301587301,0.15503714071025,full
gerbert5050,5050,0.976033412698413,0.150677009190004,full
gerbert5100,5100,0.973797301587302,0.153182569595556,full
gerbert5150,5150,0.972688968253968,0.155368311123716,full
gerbert5200,5200,0.973473412698413,0.157121033481662,full
gerbert5250,5250,0.972619523809524,0.154002428032635,full
gerbert5300,5300,0.972260634920635,0.156109441419147,full
gerbert5350,5350,0.970057857142857,0.154507778806701,full
gerbert5400,5400,0.973255079365079,0.155433360834621,full
gerbert5450,5450,0.973330079365079,0.156213156871557,full
gerbert5500,5500,0.973980079365079,0.157079423289923,full
gerbert5550,5550,0.969538412698413,0.157724777968334,full
gerbert5600,5600,0.97241619047619,0.155857887126446,full
gerbert5650,5650,0.972018968253968,0.154833034390495,full
gerbert5700,5700,0.973357857142857,0.154992794300178,full
gerbert5750,5750,0.972144523809524,0.155576979297967,full
gerbert5800,5800,0.97191119047619,0.155229028536095,full
gerbert5850,5850,0.973022301587302,0.15526957671705,full
multibert50,50,0.702277216553288,0.576541141858177,full
multibert100,100,0.704771706349206,0.543153066483755,full
multibert150,150,0.710553486394557,0.525514423374146,full
multibert200,200,0.779290391156462,0.477121119934415,full
multibert250,250,0.827197993197279,0.425938890093849,full
multibert300,300,0.861099875283446,0.400076180696487,full
multibert350,350,0.890460113378683,0.353492606017325,full
multibert400,400,0.886209444444444,0.357841750222539,full
multibert450,450,0.894237358276643,0.331205848900099,full
multibert500,500,0.911180952380951,0.30191470682621,full
multibert550,550,0.928413174603174,0.281129551075754,full
multibert600,600,0.921473253968254,0.275538154064663,full
multibert650,650,0.929842857142857,0.271800927226506,full
multibert700,700,0.923783625283447,0.283029978710508,full
multibert750,750,0.927196130952381,0.270896715777261,full
multibert800,800,0.937426190476191,0.257061239745882,full
multibert850,850,0.937405099206349,0.248817827611689,full
multibert900,900,0.942777936507936,0.246402204509765,full
multibert950,950,0.941010555555555,0.2278204045835,full
multibert1000,1000,0.956016031746032,0.207728785773118,full
multibert1050,1050,0.958286031746032,0.200598320908963,full
multibert1100,1100,0.956360634920635,0.193998384806845,full
multibert1150,1150,0.960206984126984,0.178363837065205,full
multibert1200,1200,0.964977120181406,0.17317420729096,full
multibert1250,1250,0.963370079365079,0.175506766471598,full
multibert1300,1300,0.962640873015873,0.172320227774363,full
multibert1350,1350,0.96937365079365,0.165380458628374,full
multibert1400,1400,0.966348945578231,0.159729516399758,full
multibert1450,1450,0.971800634920635,0.161046993105658,full
multibert1500,1500,0.974797142857143,0.155639511133943,full
multibert1550,1550,0.969427619047619,0.152024293761878,full
multibert1600,1600,0.967580396825396,0.163605968453108,full
multibert1650,1650,0.968993333333333,0.158866480702446,full
multibert1700,1700,0.976154682539682,0.139156389242363,full
multibert1750,1750,0.970345952380952,0.143244667629164,full
multibert1800,1800,0.967472380952381,0.145188997366599,full
multibert1850,1850,0.975362936507936,0.141398204608806,full
multibert1900,1900,0.972755555555556,0.140329556332694,full
multibert1950,1950,0.975273492063492,0.149005883890722,full
multibert2000,2000,0.964282222222222,0.153964333384046,full
multibert2050,2050,0.969839126984127,0.140000324785,full
multibert2100,2100,0.972655079365079,0.139034809899472,full
multibert2150,2150,0.968878809523809,0.141735720847334,full
multibert2200,2200,0.973550079365079,0.142801568030365,full
multibert2250,2250,0.973143492063492,0.144937042797369,full
multibert2300,2300,0.970313333333333,0.144902246398112,full
multibert2350,2350,0.976222936507936,0.140593867867239,full
multibert2400,2400,0.973020714285714,0.136418551886602,full
multibert2450,2450,0.971590793650794,0.135956219826189,full
multibert2500,2500,0.972239761904762,0.138948099111162,full
multibert2550,2550,0.972633492063492,0.141555711981796,full
multibert2600,2600,0.979308492063491,0.141823734437663,full
multibert2650,2650,0.975076031746031,0.142003170170245,full
multibert2700,2700,0.97302738095238,0.141635326964278,full
multibert2750,2750,0.975320634920635,0.137800992599555,full
multibert2800,2800,0.97235865079365,0.145214350332343,full
multibert2850,2850,0.974902222222222,0.138790086591764,full
multibert2900,2900,0.974723333333333,0.144391236649383,full
multibert2950,2950,0.971666111111111,0.14445809316304,full
multibert3000,3000,0.975513492063492,0.144427255209949,full
multibert3050,3050,0.97186119047619,0.1450510163688,full
multibert3100,3100,0.972281746031746,0.144552216672945,full
multibert3150,3150,0.969532777777778,0.139306121742323,full
multibert3200,3200,0.966519047619048,0.143166164172784,full
multibert3250,3250,0.970417777777778,0.143709018397781,full
multibert3300,3300,0.971544047619048,0.140216641941123,full
multibert3350,3350,0.974776428571428,0.140633521897216,full
multibert3400,3400,0.968004761904762,0.140502207247274,full
multibert3450,3450,0.969868015873016,0.148404486713901,full
multibert3500,3500,0.972636031746031,0.138396835412889,full
multibert3550,3550,0.971900555555555,0.13619165688694,full
multibert3600,3600,0.972382222222222,0.136383929437706,full
multibert3650,3650,0.967803253968254,0.135034934528882,full
multibert3700,3700,0.970985,0.137095678834215,full
multibert3750,3750,0.974172698412698,0.13681700992738,full
multibert3800,3800,0.971618095238095,0.135819580154641,full
multibert3850,3850,0.97192126984127,0.140819821329344,full
multibert3900,3900,0.972810396825396,0.137187506234835,full
multibert3950,3950,0.971691111111111,0.13646824510088,full
multibert4000,4000,0.973953333333333,0.137519940512166,full
multibert4050,4050,0.966310317460317,0.141867250618007,full
multibert4100,4100,0.975085714285714,0.133969110880224,full
multibert4150,4150,0.973968650793651,0.135491897204211,full
multibert4200,4200,0.973162777777778,0.137540633036267,full
multibert4250,4250,0.970230793650794,0.133966794932291,full
multibert4300,4300,0.974438333333333,0.134930155358263,full
multibert4350,4350,0.972433174603174,0.138909894396507,full
multibert4400,4400,0.969474047619048,0.138045816815325,full
multibert4450,4450,0.968032063492063,0.142410329971758,full
multibert4500,4500,0.971549603174603,0.136498484110075,full
multibert4550,4550,0.968537142857143,0.14358986129186,full
multibert4600,4600,0.964963888888889,0.144267646048868,full
multibert4650,4650,0.970744841269841,0.14459437112664,full
multibert4700,4700,0.96774626984127,0.14816950348812,full
multibert4750,4750,0.971834841269841,0.143987206697819,full
multibert4800,4800,0.969919444444444,0.147375563130019,full
multibert4850,4850,0.971677619047619,0.145437293649015,full
multibert4900,4900,0.969799603174603,0.1479307465137,full
multibert4950,4950,0.972947619047619,0.144133587973932,full
multibert5000,5000,0.97095626984127,0.147284791863982,full
multibert5050,5050,0.969394285714285,0.146195946253895,full
multibert5100,5100,0.971780396825396,0.14649826103437,full
multibert5150,5150,0.967930634920635,0.146919662931136,full
multibert5200,5200,0.973639523809524,0.142122806663374,full
multibert5250,5250,0.970415952380952,0.143494622796656,full
multibert5300,5300,0.969544126984127,0.145660263826213,full
multibert5350,5350,0.973044523809524,0.145583029925114,full
multibert5400,5400,0.970341349206349,0.145550581700509,full
multibert5450,5450,0.972648412698413,0.144911049902143,full
multibert5500,5500,0.969736904761905,0.145911126582336,full
multibert5550,5550,0.971130634920635,0.147145181561687,full
multibert5600,5600,0.972205634920635,0.145330657849887,full
multibert5650,5650,0.970761587301587,0.145297929045877,full
multibert5700,5700,0.97063619047619,0.146734076263827,full
multibert5750,5750,0.971193253968254,0.146015435863759,full
multibert5800,5800,0.970823015873016,0.1459318274366,full
multibert5850,5850,0.971478571428571,0.146109843316178,full
tmp2000radbert25,1,0.807397874149659,0.478956590569209,2000
tmp2000radbert50,2,0.885845714285714,0.363360486333332,2000
tmp2000radbert75,3,0.921538409863945,0.301813603866668,2000
tmp2000radbert100,4,0.945352797619047,0.257895556234178,2000
tmp2000radbert125,5,0.961178095238095,0.218552224811107,2000
tmp2000radbert150,6,0.96470746031746,0.204721090102953,2000
tmp2000radbert175,7,0.966968015873016,0.192496836185455,2000
tmp2000radbert200,8,0.971042857142857,0.185934531546774,2000
tmp2000radbert225,9,0.971352142857143,0.180335433828452,2000
tmp2000radbert250,10,0.971036031746032,0.178570509193436,2000
tmp2000fsbert25,1,0.785874676870748,0.481680305231185,2000
tmp2000fsbert50,2,0.870210589569161,0.381147194712881,2000
tmp2000fsbert75,3,0.913869282879818,0.311071651795554,2000
tmp2000fsbert100,4,0.937143469387755,0.274913160810395,2000
tmp2000fsbert125,5,0.952180393990929,0.244088420910495,2000
tmp2000fsbert150,6,0.957610396825397,0.220318927060044,2000
tmp2000fsbert175,7,0.962577222222222,0.209950957269896,2000
tmp2000fsbert200,8,0.964073253968254,0.20170236745524,2000
tmp2000fsbert225,9,0.963464761904762,0.201877258718014,2000
tmp2000fsbert250,10,0.964171349206349,0.202646266136851,2000
tmp2000gerbert25,1,0.73833070861678,0.496909476934917,2000
tmp2000gerbert50,2,0.853782437641722,0.391301472508718,2000
tmp2000gerbert75,3,0.90244238095238,0.318989653199438,2000
tmp2000gerbert100,4,0.926244702380952,0.283035373876965,2000
tmp2000gerbert125,5,0.940146210317459,0.25488774123646,2000
tmp2000gerbert150,6,0.951692718253968,0.232929601319252,2000
tmp2000gerbert175,7,0.954897083333334,0.216827487425199,2000
tmp2000gerbert200,8,0.961443591269841,0.208378995221759,2000
tmp2000gerbert225,9,0.962382083333334,0.203886947343274,2000
tmp2000gerbert250,10,0.962124305555556,0.201689598934045,2000
tmp2000multibert25,1,0.705967817460318,0.536953618602147,2000
tmp2000multibert50,2,0.83176808956916,0.438598165436397,2000
tmp2000multibert75,3,0.875287494331066,0.369626396232181,2000
tmp2000multibert100,4,0.904047437641723,0.322204564062376,2000
tmp2000multibert125,5,0.913467457482993,0.296452725217456,2000
tmp2000multibert150,6,0.91851658446712,0.279103878944639,2000
tmp2000multibert175,7,0.922908035714285,0.272566052183272,2000
tmp2000multibert200,8,0.922922140022676,0.267884471586772,2000
tmp2000multibert225,9,0.927512695578231,0.262857000979166,2000
tmp2000multibert250,10,0.926816267006803,0.262107905887422,2000
tmp1000radbert12,1,0.742507613378684,0.534435640251826,1000
tmp1000radbert24,2,0.806759302721088,0.466392647652399,1000
tmp1000radbert36,3,0.846101028911564,0.406884191055146,1000
tmp1000radbert48,4,0.890728251133786,0.358311827930193,1000
tmp1000radbert60,5,0.912899702380951,0.321975523753772,1000
tmp1000radbert72,6,0.92745121031746,0.289938554404274,1000
tmp1000radbert84,7,0.936612162698412,0.277194012252111,1000
tmp1000radbert96,8,0.943853591269841,0.263269364833832,1000
tmp1000radbert108,9,0.94547501984127,0.256428155870665,1000
tmp1000radbert120,10,0.946518353174603,0.251858081136431,1000
tmp1000fsbert12,1,0.715795198412697,0.529892999501455,1000
tmp1000fsbert24,2,0.780554676870748,0.470187615780603,1000
tmp1000fsbert36,3,0.82423066893424,0.444837739543309,1000
tmp1000fsbert48,4,0.853866145124717,0.383468793498145,1000
tmp1000fsbert60,5,0.884843208616781,0.347731364861367,1000
tmp1000fsbert72,6,0.904500136054422,0.329234580908503,1000
tmp1000fsbert84,7,0.90894404478458,0.315325979675565,1000
tmp1000fsbert96,8,0.913893171768707,0.307033699419763,1000
tmp1000fsbert108,9,0.91527039399093,0.299734671910604,1000
tmp1000fsbert120,10,0.916879282879819,0.296593447999349,1000
tmp1000gerbert12,1,0.732498373015873,0.538510053876847,1000
tmp1000gerbert24,2,0.754610787981858,0.507021301795566,1000
tmp1000gerbert36,3,0.80425910430839,0.436944765704019,1000
tmp1000gerbert48,4,0.873781507936507,0.376889331000192,1000
tmp1000gerbert60,5,0.891074206349206,0.343436940794899,1000
tmp1000gerbert72,6,0.888459917800453,0.33959065590586,1000
tmp1000gerbert84,7,0.906872993197279,0.30945084657934,1000
tmp1000gerbert96,8,0.908315076530612,0.299561071490485,1000
tmp1000gerbert108,9,0.912873489229024,0.293213092855045,1000
tmp1000gerbert120,10,0.912527616213152,0.291091641736409,1000
tmp1000multibert12,1,0.710886978458049,0.549996854293914,1000
tmp1000multibert24,2,0.747012261904761,0.538483732276493,1000
tmp1000multibert36,3,0.792145833333333,0.495182003293719,1000
tmp1000multibert48,4,0.808581009070294,0.460322227269884,1000
tmp1000multibert60,5,0.81833283446712,0.434591397406563,1000
tmp1000multibert72,6,0.835700430839001,0.416767272211257,1000
tmp1000multibert84,7,0.840502358276643,0.402255969861197,1000
tmp1000multibert96,8,0.859572596371881,0.3883146279388,1000
tmp1000multibert108,9,0.865394897959183,0.378552052473265,1000
tmp1000multibert120,10,0.870274659863945,0.375804379818931,1000
tmp500radbert6,1,0.728321286848072,0.562597635719511,500
tmp500radbert12,2,0.755323270975056,0.522401395771239,500
tmp500radbert18,3,0.802506706349205,0.484745022796449,500
tmp500radbert24,4,0.817410674603174,0.450503169071107,500
tmp500radbert30,5,0.834095912698412,0.424872043586913,500
tmp500radbert36,6,0.849381666666666,0.405885614573009,500
tmp500radbert42,7,0.864398390022675,0.386868165125923,500
tmp500radbert48,8,0.872934999999999,0.378584235433548,500
tmp500radbert54,9,0.877525711451246,0.374854533445267,500
tmp500radbert60,10,0.877941267006801,0.372877831969942,500
tmp500fsbert6,1,0.730271105442176,0.541203502151701,500
tmp500fsbert12,2,0.715709540816327,0.524079971370243,500
tmp500fsbert18,3,0.763577295918367,0.493621848405354,500
tmp500fsbert24,4,0.796746105442177,0.473186287615034,500
tmp500fsbert30,5,0.808870629251701,0.454730950177662,500
tmp500fsbert36,6,0.81420820861678,0.429936250996968,500
tmp500fsbert42,7,0.82536439909297,0.415044399007918,500
tmp500fsbert48,8,0.835004342403628,0.40620068094087,500
tmp500fsbert54,9,0.83851537414966,0.398714700861583,500
tmp500fsbert60,10,0.843814795918367,0.394557206403642,500
tmp500gerbert6,1,0.71429189909297,0.555521774386603,500
tmp500gerbert12,2,0.704825753968254,0.534231168883187,500
tmp500gerbert18,3,0.724364438775509,0.514543073990988,500
tmp500gerbert24,4,0.765556581632653,0.488332656167802,500
tmp500gerbert30,5,0.796465731292516,0.469218229963666,500
tmp500gerbert36,6,0.823630232426304,0.442286791309478,500
tmp500gerbert42,7,0.834776105442176,0.425308527454497,500
tmp500gerbert48,8,0.848285532879818,0.412048180898031,500
tmp500gerbert54,9,0.850829818594104,0.404132367599578,500
tmp500gerbert60,10,0.854228548752834,0.401504743193823,500
tmp500multibert6,1,0.693984739229024,0.622867184025901,500
tmp500multibert12,2,0.720202851473922,0.554787819820737,500
tmp500multibert18,3,0.710702851473922,0.544586833980348,500
tmp500multibert24,4,0.709895595238095,0.538439850012461,500
tmp500multibert30,5,0.747061468253968,0.530941772555548,500
tmp500multibert36,6,0.75658017573696,0.517798978184897,500
tmp500multibert42,7,0.765030175736961,0.506154408530583,500
tmp500multibert48,8,0.777474778911564,0.495158612255066,500
tmp500multibert54,9,0.793733191609977,0.485595590538449,500
tmp500multibert60,10,0.791481921768707,0.482944080280879,500
